"0","3.899","7.798","11.7","15.6","19.49","23.39","27.29","31.19","35.09","38.99","42.89","46.79","50.69","54.59","58.48"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4
0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4
0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5
0,0,0,0,0,0,0,0,0,0,4,4,4,5,5,5
0,0,0,0,0,0,0,0,6,4,4,4,5,5,5,5
0,0,0,0,0,0,0,0,4,4,4,4,5,5,5,5
0,0,0,0,0,0,0,6,4,4,4,5,5,5,5,5
0,0,0,0,0,0,6,4,4,4,4,5,5,5,5,5
0,0,0,0,0,0,4,4,4,8,4,5,5,5,5,5
0,0,0,0,0,6,4,4,4,4,4,5,5,4,5,5
0,0,0,0,0,4,4,4,4,4,4,4,4,5,5,5
0,0,0,0,6,4,4,4,4,4,4,4,4,4,5,5
0,0,0,0,4,4,4,4,4,4,5,5,5,5,4,5
0,0,0,6,4,4,4,4,3,4,5,5,5,5,5,5
0,0,0,6,4,4,4,5,5,4,5,5,5,5,5,5
0,0,0,4,4,4,4,5,5,5,5,5,5,5,5,5
0,0,0,4,4,4,5,5,5,5,4,5,5,5,5,5
0,0,6,4,4,4,5,5,5,5,4,5,5,5,5,5
0,0,4,4,4,4,5,5,5,5,5,4,5,5,5,5
0,0,4,4,4,4,5,5,5,5,5,8,4,5,5,5
0,0,4,4,4,4,5,5,5,5,4,8,4,4,5,5
0,6,4,4,4,4,5,5,5,5,4,3,8,8,4,5
0,6,4,4,4,4,5,5,5,5,4,4,5,5,5,5
0,6,4,4,4,4,5,5,5,4,5,5,5,5,5,5
0,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5
0,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5
0,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
0,6,4,4,4,4,5,5,5,5,5,5,5,5,5,5
0,6,4,4,4,5,5,5,5,5,5,5,5,5,5,5
0,6,4,4,4,4,5,5,5,5,5,5,5,5,5,5
0,0,4,4,4,4,5,5,5,5,5,5,5,5,5,5
0,0,4,4,4,4,4,4,5,5,5,5,5,5,5,5
0,0,4,4,4,4,5,5,4,5,5,5,5,5,5,5
0,0,6,4,4,4,5,5,5,5,4,5,5,5,5,5
0,0,0,4,4,4,5,5,5,5,5,4,5,5,5,5
0,0,0,4,4,4,5,5,5,5,5,5,4,5,5,5
0,0,0,6,4,4,5,5,5,5,5,5,5,4,5,5
0,0,0,0,4,4,4,5,5,5,5,5,5,5,5,5
0,0,0,0,6,4,4,4,5,5,5,5,5,5,5,5
0,0,0,0,0,4,4,4,4,5,5,5,5,5,5,4
0,0,0,0,0,0,4,4,4,4,5,5,5,5,5,4
0,0,0,0,0,0,0,4,4,4,4,5,5,5,5,4
0,0,0,0,0,0,0,0,4,4,4,4,5,5,4,4
0,0,0,0,0,0,0,0,0,6,4,4,4,4,4,5
0,0,0,0,0,0,0,0,0,0,6,4,4,4,4,5
0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
