"0","1.949","3.899","5.848","7.798","9.747","11.7","13.65","15.6","17.55","19.49","21.44","23.39","25.34","27.29","29.24"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5
4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5
5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5
5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5
5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5
5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5
5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5
5,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5
5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5
5,5,5,5,5,4,4,4,5,5,5,5,5,4,5,5
5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,5
5,5,4,4,4,4,4,4,4,4,5,5,5,5,4,5
4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,4
3,3,3,3,4,4,4,4,4,5,4,4,5,5,5,5
3,3,3,3,4,4,4,4,5,5,5,5,4,5,5,5
3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5
4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5
4,4,4,4,4,4,4,8,4,4,4,5,5,5,4,4
4,4,4,4,4,4,8,8,8,8,4,4,4,4,4,4
4,4,4,5,4,8,8,8,8,8,4,4,4,4,4,4
4,5,5,5,5,4,8,8,8,4,8,4,4,4,5,4
5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5
5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5
5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5
5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5
5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5
5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5
5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5
5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5
5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5
5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,4
5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3
5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4
4,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4
